,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CEMUDR2,44.3585050397237,-0.845199083908113,0.898991170357708,-0.940163943514382,0.347133473546303,0.999794118537047
CER1,44.9825683725975,-0.710532972717952,0.627299806647678,-1.13268482659843,0.257346631867715,0.999794118537047
CER10-I_CE-int,86.7764534040371,-0.0842130613120719,0.697552471095107,-0.120726489836476,0.90390767659767,0.999794118537047
CER10-LTR_CE,0.911951065769443,-0.689954784216027,2.03834763308813,-0.338487298739487,0.734995996971948,0.999794118537047
CER12-1-LTR_CE,3.76050557433382,-0.0351888478794729,1.36341500625148,-0.0258093447102506,0.979409408331919,0.999794118537047
CER12-I_CE-int,13.2929527846988,-1.11757917664111,1.13824566946164,-0.981843556821704,0.326176926090542,0.999794118537047
CER12-LTR_CE,2.91056354473462,-1.64337644965835,1.60523668347632,-1.02375959045456,0.305948841302661,0.999794118537047
CER13-I_CE-int,6.78770869055365,1.35631868342678,1.29302140503472,1.04895300119983,0.294199750009924,0.999794118537047
CER15-1-LTR_CE,0.199097992821635,-0.974877143741073,3.01748093226662,-0.3230764885095,0.746637315717164,0.999794118537047
CER16-1-LTR_CE,3.05967142536763,-0.0521347780778371,1.70056219358721,-0.0306573780567605,0.975542782554324,0.999794118537047
CER16-2-I_CE-int,19.317716337796,-0.672099822955426,0.882198051905007,-0.761846868176712,0.446151404036674,0.999794118537047
CER16-2-LTR_CE,0.404064999221778,0.148338584983758,3.01214290251461,0.0492468617142703,0.960722566299713,0.999794118537047
CER16-I_CE-int,5.28100220523502,0.249138388947669,1.38074487477447,0.180437670636556,0.856808982735129,0.999794118537047
CER17-I_CE-int,7.61325426678345,0.0049959183831991,1.09521986127651,0.00456156664048824,0.99636040902652,0.999794118537047
CER17-LTR_CE,0.553847992277058,0.721397796190995,3.0018084241932,0.240321064587886,0.810081366260407,0.999794118537047
CER2-I_CE-int,18.9113695449912,-1.25737931438958,0.986914040267272,-1.27405150102948,0.202645164810904,0.999794118537047
CER2-LTR_CE,3.16074993790521,-1.28504338243637,1.61339257974399,-0.796485243932558,0.425750048901997,0.999794118537047
CER3-I_CE-int,9.27284090796445,-1.0677287166344,1.15273869385239,-0.926253905007824,0.354314044733147,0.999794118537047
CER3-LTR_CE,0.23395473253213,-1.17473279238648,3.01259676237279,-0.389940269158768,0.696580715733661,0.999794118537047
CER4-I_CE-int,1.04677419809007,-0.783041687876385,1.82962062395676,-0.427980357033236,0.668665421542167,0.999794118537047
CER5-I_CE-int,10.962780226414,-1.24496633130876,1.25757704980394,-0.989972210054929,0.322187702397368,0.999794118537047
CER5-LTR_CE,0.875877984686474,-0.431463920945566,2.62203982728459,-0.164552771645881,0.869296007104807,0.999794118537047
CER6-I_CE-int,5.31069127815036,-1.79505954409093,1.56622777442297,-1.14610376179305,0.251752221281474,0.999794118537047
CER7-LTR_CE,2.08062347400708,-0.978225528141387,1.55028968787009,-0.630995313840569,0.528043588503418,0.999794118537047
CER8-I_CE-int,18.648809470687,0.308377471035446,0.907334188445561,0.339871984283714,0.73395293537471,0.999794118537047
CER8-LTR_CE,1.72003334182878,1.58753541403131,1.56880767288813,1.01193756345461,0.311567907429712,0.999794118537047
CER9-LTR_CE,18.5169210337821,0.0452556851964714,0.917093269311607,0.0493468731162332,0.960642865648586,0.999794118537047
CERP16,73.5931899105779,0.185152878830638,0.37872128080644,0.48888955602489,0.624919890119981,0.999794118537047
CERP2,31.1423301386505,0.409157748533437,0.425272202972173,0.962107905651689,0.335995403334703,0.999794118537047
CERP4,57.2325935442286,0.174834819828714,0.387855582281525,0.450772988235115,0.652153171357684,0.999794118537047
CeRep1A,46.6502896309853,0.281641335099777,0.748772572008627,0.376137355491344,0.706814784328993,0.999794118537047
CeRep3,21.7988070585894,0.237012328682802,0.769282834722757,0.308095173822798,0.758009913467122,0.999794118537047
